,price,airline_name,departure_city,arrival_city,travel_date,duration,stops,cabin_class,booking_date,days_until_travel,booking_type,travel_type
0,29384.18,Air India,Delhi,Mumbai,2024-12-25,130,Direct,Business,2024-12-16,9,Moderate,Holiday
1,29382.4,Air India,Delhi,Mumbai,2024-12-25,145,Direct,Business,2024-12-16,9,Moderate,Holiday
2,37417.3,Air India,Delhi,Mumbai,2024-12-25,125,Direct,Business,2024-12-16,9,Moderate,Holiday
3,29384.18,Air India,Delhi,Mumbai,2024-12-25,135,Direct,Business,2024-12-16,9,Moderate,Holiday
4,29382.4,Air India,Delhi,Mumbai,2024-12-25,145,Direct,Business,2024-12-16,9,Moderate,Holiday
5,29382.4,Air India,Delhi,Mumbai,2024-12-25,155,Direct,Business,2024-12-16,9,Moderate,Holiday
6,37423.53,Air India,Delhi,Mumbai,2024-12-25,130,Direct,Business,2024-12-16,9,Moderate,Holiday
7,37423.53,Air India,Delhi,Mumbai,2024-12-25,135,Direct,Business,2024-12-16,9,Moderate,Holiday
8,37405.72,Air India,Delhi,Mumbai,2024-12-25,140,Direct,Business,2024-12-16,9,Moderate,Holiday
9,37405.72,Air India,Delhi,Mumbai,2024-12-25,145,Direct,Business,2024-12-16,9,Moderate,Holiday
10,37405.72,Air India,Delhi,Mumbai,2024-12-25,150,Direct,Business,2024-12-16,9,Moderate,Holiday
11,42306.53,Air India,Delhi,Mumbai,2024-12-25,130,Direct,Business,2024-12-16,9,Moderate,Holiday
12,42306.53,Air India,Delhi,Mumbai,2024-12-25,135,Direct,Business,2024-12-16,9,Moderate,Holiday
13,54616.78,Air India,Delhi,Mumbai,2024-12-25,130,Direct,Business,2024-12-16,9,Moderate,Holiday
14,37385.24,Air India,Delhi,Mumbai,2024-12-25,225,Direct,Business,2024-12-16,9,Moderate,Holiday
15,54619.45,Air India,Delhi,Mumbai,2024-12-25,140,Direct,Business,2024-12-16,9,Moderate,Holiday
16,54619.45,Air India,Delhi,Mumbai,2024-12-25,145,Direct,Business,2024-12-16,9,Moderate,Holiday
17,30313.0,Air India,Delhi,Mumbai,2024-12-25,375,1 stop,Business,2024-12-16,9,Moderate,Holiday
18,37028.0,Air India,Delhi,Mumbai,2024-12-25,315,1 stop,Business,2024-12-16,9,Moderate,Holiday
19,47317.0,Air India,Delhi,Mumbai,2024-12-25,270,1 stop,Business,2024-12-16,9,Moderate,Holiday
20,7779.65,Air India,Delhi,Mumbai,2024-12-25,145,Direct,Economy,2024-12-16,9,Moderate,Holiday
21,7779.65,Air India,Delhi,Mumbai,2024-12-25,145,Direct,Economy,2024-12-16,9,Moderate,Holiday
22,9440.29,Air India,Delhi,Mumbai,2024-12-25,125,Direct,Economy,2024-12-16,9,Moderate,Holiday
23,8136.07,Air India,Delhi,Mumbai,2024-12-25,140,Direct,Economy,2024-12-16,9,Moderate,Holiday
24,8416.41,IndiGo,Delhi,Mumbai,2024-12-25,140,Direct,Economy,2024-12-16,9,Moderate,Holiday
25,8735.28,Air India,Delhi,Mumbai,2024-12-25,135,Direct,Economy,2024-12-16,9,Moderate,Holiday
26,8965.27,Air India,Delhi,Mumbai,2024-12-25,135,Direct,Economy,2024-12-16,9,Moderate,Holiday
27,8735.28,Air India,Delhi,Mumbai,2024-12-25,140,Direct,Economy,2024-12-16,9,Moderate,Holiday
28,9025.27,Air India,Delhi,Mumbai,2024-12-25,135,Direct,Economy,2024-12-16,9,Moderate,Holiday
29,9312.07,Air India,Delhi,Mumbai,2024-12-25,130,Direct,Economy,2024-12-16,9,Moderate,Holiday
30,8735.28,Air India,Delhi,Mumbai,2024-12-25,145,Direct,Economy,2024-12-16,9,Moderate,Holiday
31,9312.07,Air India,Delhi,Mumbai,2024-12-25,135,Direct,Economy,2024-12-16,9,Moderate,Holiday
32,9312.96,Air India,Delhi,Mumbai,2024-12-25,140,Direct,Economy,2024-12-16,9,Moderate,Holiday
33,8849.94,Air India,Delhi,Mumbai,2024-12-25,150,Direct,Economy,2024-12-16,9,Moderate,Holiday
34,8735.28,Air India,Delhi,Mumbai,2024-12-25,155,Direct,Economy,2024-12-16,9,Moderate,Holiday
35,9465.72,IndiGo,Delhi,Mumbai,2024-12-25,140,Direct,Economy,2024-12-16,9,Moderate,Holiday
36,9312.96,Air India,Delhi,Mumbai,2024-12-25,145,Direct,Economy,2024-12-16,9,Moderate,Holiday
37,10144.06,Air India,Delhi,Mumbai,2024-12-25,130,Direct,Economy,2024-12-16,9,Moderate,Holiday
38,29321.85,Air India,Delhi,Mumbai,2025-01-01,125,Direct,Business,2024-12-16,16,Moderate,Holiday
39,29320.96,Air India,Delhi,Mumbai,2025-01-01,155,Direct,Business,2024-12-16,16,Moderate,Holiday
40,29326.31,Air India,Delhi,Mumbai,2025-01-01,130,Direct,Business,2024-12-16,16,Moderate,Holiday
41,29326.31,Air India,Delhi,Mumbai,2025-01-01,135,Direct,Business,2024-12-16,16,Moderate,Holiday
42,29325.41,Air India,Delhi,Mumbai,2025-01-01,140,Direct,Business,2024-12-16,16,Moderate,Holiday
43,29325.41,Air India,Delhi,Mumbai,2025-01-01,145,Direct,Business,2024-12-16,16,Moderate,Holiday
44,37346.96,Air India,Delhi,Mumbai,2025-01-01,135,Direct,Business,2024-12-16,16,Moderate,Holiday
45,37330.04,Air India,Delhi,Mumbai,2025-01-01,140,Direct,Business,2024-12-16,16,Moderate,Holiday
46,42230.85,Air India,Delhi,Mumbai,2025-01-01,125,Direct,Business,2024-12-16,16,Moderate,Holiday
47,37324.7,Air India,Delhi,Mumbai,2025-01-01,150,Direct,Business,2024-12-16,16,Moderate,Holiday
48,37324.7,Air India,Delhi,Mumbai,2025-01-01,155,Direct,Business,2024-12-16,16,Moderate,Holiday
49,42252.22,Air India,Delhi,Mumbai,2025-01-01,145,Direct,Business,2024-12-16,16,Moderate,Holiday
50,54571.37,Air India,Delhi,Mumbai,2025-01-01,130,Direct,Business,2024-12-16,16,Moderate,Holiday
51,37308.67,Air India,Delhi,Mumbai,2025-01-01,225,Direct,Business,2024-12-16,16,Moderate,Holiday
52,54574.93,Air India,Delhi,Mumbai,2025-01-01,145,Direct,Business,2024-12-16,16,Moderate,Holiday
53,32257.0,Air India,Delhi,Mumbai,2025-01-01,310,1 stop,Business,2024-12-16,16,Moderate,Holiday
54,8243.96,Air India,Delhi,Mumbai,2025-01-01,125,Direct,Economy,2024-12-16,16,Moderate,Holiday
55,8142.31,Air India,Delhi,Mumbai,2025-01-01,135,Direct,Economy,2024-12-16,16,Moderate,Holiday
56,8744.18,Air India,Delhi,Mumbai,2025-01-01,130,Direct,Economy,2024-12-16,16,Moderate,Holiday
57,8413.82,IndiGo,Delhi,Mumbai,2025-01-01,140,Direct,Economy,2024-12-16,16,Moderate,Holiday
58,8849.7,IndiGo,Delhi,Mumbai,2025-01-01,135,Direct,Economy,2024-12-16,16,Moderate,Holiday
59,8745.07,Air India,Delhi,Mumbai,2025-01-01,140,Direct,Economy,2024-12-16,16,Moderate,Holiday
60,9335.22,Air India,Delhi,Mumbai,2025-01-01,130,Direct,Economy,2024-12-16,16,Moderate,Holiday
61,8849.7,IndiGo,Delhi,Mumbai,2025-01-01,140,Direct,Economy,2024-12-16,16,Moderate,Holiday
62,8745.07,Air India,Delhi,Mumbai,2025-01-01,145,Direct,Economy,2024-12-16,16,Moderate,Holiday
63,9031.99,IndiGo,Delhi,Mumbai,2025-01-01,140,Direct,Economy,2024-12-16,16,Moderate,Holiday
64,9335.22,Air India,Delhi,Mumbai,2025-01-01,135,Direct,Economy,2024-12-16,16,Moderate,Holiday
65,9336.11,Air India,Delhi,Mumbai,2025-01-01,140,Direct,Economy,2024-12-16,16,Moderate,Holiday
66,9336.11,Air India,Delhi,Mumbai,2025-01-01,145,Direct,Economy,2024-12-16,16,Moderate,Holiday
67,10448.85,Air India,Delhi,Mumbai,2025-01-01,125,Direct,Economy,2024-12-16,16,Moderate,Holiday
68,9713.66,IndiGo,Delhi,Mumbai,2025-01-01,140,Direct,Economy,2024-12-16,16,Moderate,Holiday
69,10153.85,Air India,Delhi,Mumbai,2025-01-01,135,Direct,Economy,2024-12-16,16,Moderate,Holiday
70,10052.25,Akasa Air,Delhi,Mumbai,2025-01-01,140,Direct,Economy,2024-12-16,16,Moderate,Holiday
71,10127.79,IndiGo,Delhi,Mumbai,2025-01-01,140,Direct,Economy,2024-12-16,16,Moderate,Holiday
72,10154.74,Air India,Delhi,Mumbai,2025-01-01,140,Direct,Economy,2024-12-16,16,Moderate,Holiday
73,10520.07,Air India,Delhi,Mumbai,2025-01-01,135,Direct,Economy,2024-12-16,16,Moderate,Holiday
74,27114.8,Air India,Delhi,Mumbai,2025-01-26,125,Direct,Business,2024-12-16,41,Advanced,Holiday
75,27025.76,Air India,Delhi,Mumbai,2025-01-26,225,Direct,Business,2024-12-16,41,Advanced,Holiday
76,27119.25,Air India,Delhi,Mumbai,2025-01-26,130,Direct,Business,2024-12-16,41,Advanced,Holiday
77,27119.25,Air India,Delhi,Mumbai,2025-01-26,135,Direct,Business,2024-12-16,41,Advanced,Holiday
78,27118.36,Air India,Delhi,Mumbai,2025-01-26,140,Direct,Business,2024-12-16,41,Advanced,Holiday
79,27118.36,Air India,Delhi,Mumbai,2025-01-26,145,Direct,Business,2024-12-16,41,Advanced,Holiday
80,27113.91,Air India,Delhi,Mumbai,2025-01-26,150,Direct,Business,2024-12-16,41,Advanced,Holiday
81,27113.91,Air India,Delhi,Mumbai,2025-01-26,155,Direct,Business,2024-12-16,41,Advanced,Holiday
82,34988.54,Air India,Delhi,Mumbai,2025-01-26,135,Direct,Business,2024-12-16,41,Advanced,Holiday
83,34972.51,Air India,Delhi,Mumbai,2025-01-26,140,Direct,Business,2024-12-16,41,Advanced,Holiday
84,34972.51,Air India,Delhi,Mumbai,2025-01-26,145,Direct,Business,2024-12-16,41,Advanced,Holiday
85,38045.39,Air India,Delhi,Mumbai,2025-01-26,135,Direct,Business,2024-12-16,41,Advanced,Holiday
86,34966.28,Air India,Delhi,Mumbai,2025-01-26,155,Direct,Business,2024-12-16,41,Advanced,Holiday
87,49612.36,Air India,Delhi,Mumbai,2025-01-26,130,Direct,Business,2024-12-16,41,Advanced,Holiday
88,31917.0,Air India,Delhi,Mumbai,2025-01-26,270,Direct,Business,2024-12-16,41,Advanced,Holiday
89,6169.78,Air India,Delhi,Mumbai,2025-01-26,125,Direct,Economy,2024-12-16,41,Advanced,Holiday
90,6063.67,Air India,Delhi,Mumbai,2025-01-26,130,Direct,Economy,2024-12-16,41,Advanced,Holiday
91,6063.67,Air India,Delhi,Mumbai,2025-01-26,130,Direct,Economy,2024-12-16,41,Advanced,Holiday
92,6063.67,Air India,Delhi,Mumbai,2025-01-26,135,Direct,Economy,2024-12-16,41,Advanced,Holiday
93,6321.88,Air India,Delhi,Mumbai,2025-01-26,130,Direct,Economy,2024-12-16,41,Advanced,Holiday
94,6063.67,Air India,Delhi,Mumbai,2025-01-26,140,Direct,Economy,2024-12-16,41,Advanced,Holiday
95,6321.88,Air India,Delhi,Mumbai,2025-01-26,135,Direct,Economy,2024-12-16,41,Advanced,Holiday
96,6063.67,Air India,Delhi,Mumbai,2025-01-26,145,Direct,Economy,2024-12-16,41,Advanced,Holiday
97,6600.71,IndiGo,Delhi,Mumbai,2025-01-26,135,Direct,Economy,2024-12-16,41,Advanced,Holiday
98,6600.71,IndiGo,Delhi,Mumbai,2025-01-26,140,Direct,Economy,2024-12-16,41,Advanced,Holiday
99,6668.22,Air India,Delhi,Mumbai,2025-01-26,140,Direct,Economy,2024-12-16,41,Advanced,Holiday
100,6953.76,Air India,Delhi,Mumbai,2025-01-26,135,Direct,Economy,2024-12-16,41,Advanced,Holiday
101,6668.22,Air India,Delhi,Mumbai,2025-01-26,145,Direct,Economy,2024-12-16,41,Advanced,Holiday
102,6846.61,Akasa Air,Delhi,Mumbai,2025-01-26,140,Direct,Economy,2024-12-16,41,Advanced,Holiday
103,7006.93,IndiGo,Delhi,Mumbai,2025-01-26,140,Direct,Economy,2024-12-16,41,Advanced,Holiday
104,7040.95,IndiGo,Delhi,Mumbai,2025-01-26,140,Direct,Economy,2024-12-16,41,Advanced,Holiday
105,7465.2,IndiGo,Delhi,Mumbai,2025-01-26,140,Direct,Economy,2024-12-16,41,Advanced,Holiday
106,7535.72,IndiGo,Delhi,Mumbai,2025-01-26,140,Direct,Economy,2024-12-16,41,Advanced,Holiday
107,7555.66,Akasa Air,Delhi,Mumbai,2025-01-26,140,Direct,Economy,2024-12-16,41,Advanced,Holiday
108,8420.07,Air India,Delhi,Mumbai,2025-01-26,130,Direct,Economy,2024-12-16,41,Advanced,Holiday
109,7952.69,IndiGo,Delhi,Mumbai,2025-01-26,145,Direct,Economy,2024-12-16,41,Advanced,Holiday
110,32679.12,Air India,Banglore,Kolkata,2024-12-25,140,Direct,Business,2024-12-16,9,Moderate,Holiday
111,32679.12,Air India,Banglore,Kolkata,2024-12-25,145,Direct,Business,2024-12-16,9,Moderate,Holiday
112,32679.12,Air India,Banglore,Kolkata,2024-12-25,155,Direct,Business,2024-12-16,9,Moderate,Holiday
113,60336.0,Air India,Banglore,Kolkata,2024-12-25,360,Direct,Business,2024-12-16,9,Moderate,Holiday
114,61578.0,Air India,Banglore,Kolkata,2024-12-25,415,1 stop,Business,2024-12-16,9,Moderate,Holiday
115,70008.0,Air India,Banglore,Kolkata,2024-12-25,350,1 stop,Business,2024-12-16,9,Moderate,Holiday
116,67781.0,Air India,Banglore,Kolkata,2024-12-25,425,1 stop,Business,2024-12-16,9,Moderate,Holiday
117,73451.27,Air India,Banglore,Kolkata,2024-12-25,385,1 stop,Business,2024-12-16,9,Moderate,Holiday
118,67357.0,Air India,Banglore,Kolkata,2024-12-25,450,1 stop,Business,2024-12-16,9,Moderate,Holiday
119,76968.0,Air India,Banglore,Kolkata,2024-12-25,380,1 stop,Business,2024-12-16,9,Moderate,Holiday
120,68365.0,Air India,Banglore,Kolkata,2024-12-25,450,1 stop,Business,2024-12-16,9,Moderate,Holiday
121,70475.0,Air India,Banglore,Kolkata,2024-12-25,515,1 stop,Business,2024-12-16,9,Moderate,Holiday
122,58189.0,Air India,Banglore,Kolkata,2024-12-25,690,1 stop,Business,2024-12-16,9,Moderate,Holiday
123,77682.0,Air India,Banglore,Kolkata,2024-12-25,505,1 stop,Business,2024-12-16,9,Moderate,Holiday
124,76302.04,Air India,Banglore,Kolkata,2024-12-25,565,1 stop,Business,2024-12-16,9,Moderate,Holiday
125,85010.0,Air India,Banglore,Kolkata,2024-12-25,505,1 stop,Business,2024-12-16,9,Moderate,Holiday
126,64412.0,Air India,Banglore,Kolkata,2024-12-25,735,1 stop,Business,2024-12-16,9,Moderate,Holiday
127,72608.0,Air India,Banglore,Kolkata,2024-12-25,635,1 stop,Business,2024-12-16,9,Moderate,Holiday
128,104723.0,Air India,Banglore,Kolkata,2024-12-25,405,1 stop,Business,2024-12-16,9,Moderate,Holiday
129,66215.66,Air India,Banglore,Kolkata,2024-12-25,840,1 stop,Business,2024-12-16,9,Moderate,Holiday
130,62363.14,Air India,Banglore,Kolkata,2024-12-25,910,1 stop,Business,2024-12-16,9,Moderate,Holiday
131,90096.0,Air India,Banglore,Kolkata,2024-12-25,560,1 stop,Business,2024-12-16,9,Moderate,Holiday
132,105484.0,Air India,Banglore,Kolkata,2024-12-25,475,1 stop,Business,2024-12-16,9,Moderate,Holiday
133,70867.05,Air India,Banglore,Kolkata,2024-12-25,840,1 stop,Business,2024-12-16,9,Moderate,Holiday
134,116458.0,Air India,Banglore,Kolkata,2024-12-25,445,1 stop,Business,2024-12-16,9,Moderate,Holiday
135,90597.0,Air India,Banglore,Kolkata,2024-12-25,645,1 stop,Business,2024-12-16,9,Moderate,Holiday
136,111116.0,Air India,Banglore,Kolkata,2024-12-25,495,1 stop,Business,2024-12-16,9,Moderate,Holiday
137,65213.95,Air India,Banglore,Kolkata,2024-12-25,1060,1 stop,Business,2024-12-16,9,Moderate,Holiday
138,65213.95,Air India,Banglore,Kolkata,2024-12-25,1110,1 stop,Business,2024-12-16,9,Moderate,Holiday
139,81066.0,Air India,Banglore,Kolkata,2024-12-25,835,1 stop,Business,2024-12-16,9,Moderate,Holiday
140,11884.23,IndiGo,Banglore,Kolkata,2024-12-25,145,Direct,Economy,2024-12-16,9,Moderate,Holiday
141,16469.07,Air India,Banglore,Kolkata,2024-12-25,140,Direct,Economy,2024-12-16,9,Moderate,Holiday
142,11884.23,IndiGo,Banglore,Kolkata,2024-12-25,150,Direct,Economy,2024-12-16,9,Moderate,Holiday
143,12730.07,IndiGo,Banglore,Kolkata,2024-12-25,145,Direct,Economy,2024-12-16,9,Moderate,Holiday
144,12822.88,Air India,Banglore,Kolkata,2024-12-25,145,Direct,Economy,2024-12-16,9,Moderate,Holiday
145,11955.95,IndiGo,Banglore,Kolkata,2024-12-25,160,Direct,Economy,2024-12-16,9,Moderate,Holiday
146,13045.78,IndiGo,Banglore,Kolkata,2024-12-25,145,Direct,Economy,2024-12-16,9,Moderate,Holiday
147,12730.07,IndiGo,Banglore,Kolkata,2024-12-25,150,Direct,Economy,2024-12-16,9,Moderate,Holiday
148,12675.57,Akasa Air,Banglore,Kolkata,2024-12-25,165,Direct,Economy,2024-12-16,9,Moderate,Holiday
149,13995.52,IndiGo,Banglore,Kolkata,2024-12-25,155,Direct,Economy,2024-12-16,9,Moderate,Holiday
150,12308.99,IndiGo,Banglore,Kolkata,2024-12-25,270,1 stop,Economy,2024-12-16,9,Moderate,Holiday
151,12402.5,IndiGo,Banglore,Kolkata,2024-12-25,300,1 stop,Economy,2024-12-16,9,Moderate,Holiday
152,13201.54,IndiGo,Banglore,Kolkata,2024-12-25,295,1 stop,Economy,2024-12-16,9,Moderate,Holiday
153,12158.44,IndiGo,Banglore,Kolkata,2024-12-25,335,1 stop,Economy,2024-12-16,9,Moderate,Holiday
154,14610.55,IndiGo,Banglore,Kolkata,2024-12-25,270,1 stop,Economy,2024-12-16,9,Moderate,Holiday
155,13832.22,IndiGo,Banglore,Kolkata,2024-12-25,295,1 stop,Economy,2024-12-16,9,Moderate,Holiday
156,12510.74,IndiGo,Banglore,Kolkata,2024-12-25,345,1 stop,Economy,2024-12-16,9,Moderate,Holiday
157,14672.64,Air India,Banglore,Kolkata,2024-12-25,285,1 stop,Economy,2024-12-16,9,Moderate,Holiday
158,13317.58,IndiGo,Banglore,Kolkata,2024-12-25,325,1 stop,Economy,2024-12-16,9,Moderate,Holiday
159,12727.23,IndiGo,Banglore,Kolkata,2024-12-25,360,1 stop,Economy,2024-12-16,9,Moderate,Holiday
160,15642.49,IndiGo,Banglore,Kolkata,2024-12-25,285,1 stop,Economy,2024-12-16,9,Moderate,Holiday
161,51195.0,Air India,Banglore,Kolkata,2025-01-01,430,1 stop,Business,2024-12-16,16,Moderate,Holiday
162,105956.0,Air India,Banglore,Kolkata,2025-01-01,350,1 stop,Business,2024-12-16,16,Moderate,Holiday
163,65744.0,Air India,Banglore,Kolkata,2025-01-01,365,1 stop,Business,2024-12-16,16,Moderate,Holiday
164,64412.0,Air India,Banglore,Kolkata,2025-01-01,390,1 stop,Business,2024-12-16,16,Moderate,Holiday
165,64412.0,Air India,Banglore,Kolkata,2025-01-01,430,1 stop,Business,2024-12-16,16,Moderate,Holiday
166,70721.0,Air India,Banglore,Kolkata,2025-01-01,380,1 stop,Business,2024-12-16,16,Moderate,Holiday
167,67781.0,Air India,Banglore,Kolkata,2025-01-01,425,1 stop,Business,2024-12-16,16,Moderate,Holiday
168,73449.49,Air India,Banglore,Kolkata,2025-01-01,385,1 stop,Business,2024-12-16,16,Moderate,Holiday
169,73548.16,Air India,Banglore,Kolkata,2025-01-01,395,1 stop,Business,2024-12-16,16,Moderate,Holiday
170,67357.0,Air India,Banglore,Kolkata,2025-01-01,450,1 stop,Business,2024-12-16,16,Moderate,Holiday
171,70008.0,Air India,Banglore,Kolkata,2025-01-01,445,1 stop,Business,2024-12-16,16,Moderate,Holiday
172,82914.0,Air India,Banglore,Kolkata,2025-01-01,385,1 stop,Business,2024-12-16,16,Moderate,Holiday
173,70729.0,Air India,Banglore,Kolkata,2025-01-01,480,1 stop,Business,2024-12-16,16,Moderate,Holiday
174,74705.0,Air India,Banglore,Kolkata,2025-01-01,450,1 stop,Business,2024-12-16,16,Moderate,Holiday
175,68980.0,Air India,Banglore,Kolkata,2025-01-01,505,1 stop,Business,2024-12-16,16,Moderate,Holiday
176,77359.0,Air India,Banglore,Kolkata,2025-01-01,465,1 stop,Business,2024-12-16,16,Moderate,Holiday
177,76325.0,Air India,Banglore,Kolkata,2025-01-01,475,1 stop,Business,2024-12-16,16,Moderate,Holiday
178,70865.27,Air India,Banglore,Kolkata,2025-01-01,525,1 stop,Business,2024-12-16,16,Moderate,Holiday
179,65213.06,Air India,Banglore,Kolkata,2025-01-01,605,1 stop,Business,2024-12-16,16,Moderate,Holiday
180,70729.0,Air India,Banglore,Kolkata,2025-01-01,555,1 stop,Business,2024-12-16,16,Moderate,Holiday
181,76597.0,Air India,Banglore,Kolkata,2025-01-01,500,1 stop,Business,2024-12-16,16,Moderate,Holiday
182,72352.23,Air India,Banglore,Kolkata,2025-01-01,585,1 stop,Business,2024-12-16,16,Moderate,Holiday
183,64412.0,Air India,Banglore,Kolkata,2025-01-01,735,1 stop,Business,2024-12-16,16,Moderate,Holiday
184,78692.0,Air India,Banglore,Kolkata,2025-01-01,570,1 stop,Business,2024-12-16,16,Moderate,Holiday
185,71826.0,Air India,Banglore,Kolkata,2025-01-01,690,1 stop,Business,2024-12-16,16,Moderate,Holiday
186,100106.0,Air India,Banglore,Kolkata,2025-01-01,445,1 stop,Business,2024-12-16,16,Moderate,Holiday
187,68174.2,Air India,Banglore,Kolkata,2025-01-01,790,1 stop,Business,2024-12-16,16,Moderate,Holiday
188,74401.87,Air India,Banglore,Kolkata,2025-01-01,720,1 stop,Business,2024-12-16,16,Moderate,Holiday
189,67357.0,Air India,Banglore,Kolkata,2025-01-01,830,1 stop,Business,2024-12-16,16,Moderate,Holiday
190,7814.98,IndiGo,Banglore,Kolkata,2025-01-01,145,Direct,Economy,2024-12-16,16,Moderate,Holiday
191,7830.94,IndiGo,Banglore,Kolkata,2025-01-01,145,Direct,Economy,2024-12-16,16,Moderate,Holiday
192,7814.98,IndiGo,Banglore,Kolkata,2025-01-01,150,Direct,Economy,2024-12-16,16,Moderate,Holiday
193,7818.46,IndiGo,Banglore,Kolkata,2025-01-01,150,Direct,Economy,2024-12-16,16,Moderate,Holiday
194,7818.46,IndiGo,Banglore,Kolkata,2025-01-01,155,Direct,Economy,2024-12-16,16,Moderate,Holiday
195,8137.91,IndiGo,Banglore,Kolkata,2025-01-01,150,Direct,Economy,2024-12-16,16,Moderate,Holiday
196,8351.04,IndiGo,Banglore,Kolkata,2025-01-01,145,Direct,Economy,2024-12-16,16,Moderate,Holiday
197,8137.91,IndiGo,Banglore,Kolkata,2025-01-01,155,Direct,Economy,2024-12-16,16,Moderate,Holiday
198,8351.04,Akasa Air,Banglore,Kolkata,2025-01-01,150,Direct,Economy,2024-12-16,16,Moderate,Holiday
199,11086.55,SpiceJet,Banglore,Kolkata,2025-01-01,170,Direct,Economy,2024-12-16,16,Moderate,Holiday
200,12470.35,IndiGo,Banglore,Kolkata,2025-01-01,155,Direct,Economy,2024-12-16,16,Moderate,Holiday
201,11485.17,Air India,Banglore,Kolkata,2025-01-01,225,Direct,Economy,2024-12-16,16,Moderate,Holiday
202,9339.86,IndiGo,Banglore,Kolkata,2025-01-01,325,1 stop,Economy,2024-12-16,16,Moderate,Holiday
203,11958.64,IndiGo,Banglore,Kolkata,2025-01-01,240,1 stop,Economy,2024-12-16,16,Moderate,Holiday
204,11450.0,IndiGo,Banglore,Kolkata,2025-01-01,300,1 stop,Economy,2024-12-16,16,Moderate,Holiday
205,10484.3,IndiGo,Banglore,Kolkata,2025-01-01,345,1 stop,Economy,2024-12-16,16,Moderate,Holiday
206,12132.56,IndiGo,Banglore,Kolkata,2025-01-01,295,1 stop,Economy,2024-12-16,16,Moderate,Holiday
207,13174.2,IndiGo,Banglore,Kolkata,2025-01-01,270,1 stop,Economy,2024-12-16,16,Moderate,Holiday
208,12673.1,IndiGo,Banglore,Kolkata,2025-01-01,295,1 stop,Economy,2024-12-16,16,Moderate,Holiday
209,12348.37,IndiGo,Banglore,Kolkata,2025-01-01,325,1 stop,Economy,2024-12-16,16,Moderate,Holiday
210,12266.92,IndiGo,Banglore,Kolkata,2025-01-01,335,1 stop,Economy,2024-12-16,16,Moderate,Holiday
211,12240.12,IndiGo,Banglore,Kolkata,2025-01-01,345,1 stop,Economy,2024-12-16,16,Moderate,Holiday
212,36934.0,Air India,Banglore,Kolkata,2025-01-26,365,1 stop,Business,2024-12-16,41,Advanced,Holiday
213,56160.0,Air India,Banglore,Kolkata,2025-01-26,380,1 stop,Business,2024-12-16,41,Advanced,Holiday
214,51463.0,Air India,Banglore,Kolkata,2025-01-26,430,1 stop,Business,2024-12-16,41,Advanced,Holiday
215,61578.0,Air India,Banglore,Kolkata,2025-01-26,395,1 stop,Business,2024-12-16,41,Advanced,Holiday
216,59844.0,Air India,Banglore,Kolkata,2025-01-26,450,1 stop,Business,2024-12-16,41,Advanced,Holiday
217,67357.0,Air India,Banglore,Kolkata,2025-01-26,415,1 stop,Business,2024-12-16,41,Advanced,Holiday
218,73448.6,Air India,Banglore,Kolkata,2025-01-26,385,1 stop,Business,2024-12-16,41,Advanced,Holiday
219,60304.0,Air India,Banglore,Kolkata,2025-01-26,510,1 stop,Business,2024-12-16,41,Advanced,Holiday
220,67357.0,Air India,Banglore,Kolkata,2025-01-26,450,1 stop,Business,2024-12-16,41,Advanced,Holiday
221,49487.0,Air India,Banglore,Kolkata,2025-01-26,690,1 stop,Business,2024-12-16,41,Advanced,Holiday
222,67781.0,Air India,Banglore,Kolkata,2025-01-26,460,1 stop,Business,2024-12-16,41,Advanced,Holiday
223,82914.0,Air India,Banglore,Kolkata,2025-01-26,385,1 stop,Business,2024-12-16,41,Advanced,Holiday
224,75517.0,Air India,Banglore,Kolkata,2025-01-26,445,1 stop,Business,2024-12-16,41,Advanced,Holiday
225,65212.17,Air India,Banglore,Kolkata,2025-01-26,555,1 stop,Business,2024-12-16,41,Advanced,Holiday
226,70475.0,Air India,Banglore,Kolkata,2025-01-26,510,1 stop,Business,2024-12-16,41,Advanced,Holiday
227,71601.29,Air India,Banglore,Kolkata,2025-01-26,525,1 stop,Business,2024-12-16,41,Advanced,Holiday
228,63208.0,Air India,Banglore,Kolkata,2025-01-26,645,1 stop,Business,2024-12-16,41,Advanced,Holiday
229,80766.0,Air India,Banglore,Kolkata,2025-01-26,475,1 stop,Business,2024-12-16,41,Advanced,Holiday
230,71342.95,Air India,Banglore,Kolkata,2025-01-26,570,1 stop,Business,2024-12-16,41,Advanced,Holiday
231,86321.0,Air India,Banglore,Kolkata,2025-01-26,445,1 stop,Business,2024-12-16,41,Advanced,Holiday
232,72351.34,Air India,Banglore,Kolkata,2025-01-26,585,1 stop,Business,2024-12-16,41,Advanced,Holiday
233,62361.36,Air India,Banglore,Kolkata,2025-01-26,720,1 stop,Business,2024-12-16,41,Advanced,Holiday
234,80004.0,Air India,Banglore,Kolkata,2025-01-26,525,1 stop,Business,2024-12-16,41,Advanced,Holiday
235,76299.36,Air India,Banglore,Kolkata,2025-01-26,565,1 stop,Business,2024-12-16,41,Advanced,Holiday
236,72827.13,Air India,Banglore,Kolkata,2025-01-26,605,1 stop,Business,2024-12-16,41,Advanced,Holiday
237,64412.0,Air India,Banglore,Kolkata,2025-01-26,735,1 stop,Business,2024-12-16,41,Advanced,Holiday
